src,tgt,weight,transmitter,receptor
ADFR,M5,1,serotonin,ser-7
ADFR,MCL,1,serotonin,ser-7
ADFR,MCR,1,serotonin,ser-7
ADFR,NSML,1,serotonin,ser-4
ADFR,NSMR,1,serotonin,ser-4
ADFR,PVQL,1,serotonin,ser-1
ADFR,PVQR,1,serotonin,ser-1
ADFR,PVT,1,serotonin,ser-1
ADFR,PVT,1,serotonin,ser-4
ADFR,RIAL,1,serotonin,ser-1
ADFR,RIAR,1,serotonin,ser-1
ADFR,RIBL,1,serotonin,ser-4
ADFR,RIBR,1,serotonin,ser-4
ADFR,RICL,1,serotonin,mod-1
ADFR,RICL,1,serotonin,ser-1
ADFR,RICR,1,serotonin,mod-1
ADFR,RICR,1,serotonin,ser-1
ADFR,RID,1,serotonin,mod-1
ADFR,RIML,1,serotonin,mod-1
ADFR,RIML,1,serotonin,ser-4
ADFR,RIMR,1,serotonin,mod-1
ADFR,RIMR,1,serotonin,ser-4
ADFR,RIS,1,serotonin,ser-4
ADFR,RMDDL,1,serotonin,ser-1
ADFR,RMDDR,1,serotonin,ser-1
ADFR,RMDL,1,serotonin,ser-1
ADFR,RMDR,1,serotonin,ser-1
ADFR,RMDVL,1,serotonin,ser-1
ADFR,RMDVR,1,serotonin,ser-1
ADFR,RMED,1,serotonin,mod-1
ADFR,RMEL,1,serotonin,mod-1
ADFR,RMER,1,serotonin,mod-1
ADFR,RMEV,1,serotonin,mod-1
ADFR,RMFL,1,serotonin,ser-1
ADFR,RMFR,1,serotonin,ser-1
ADFR,RMHL,1,serotonin,ser-1
ADFR,RMHR,1,serotonin,ser-1
ADFR,URYDL,1,serotonin,ser-1
ADFR,URYDR,1,serotonin,ser-1
ADFR,URYVL,1,serotonin,ser-1
ADFR,URYVR,1,serotonin,ser-1
ADFR,VD01,1,serotonin,mod-1
ADFR,VD02,1,serotonin,mod-1
ADFR,VD03,1,serotonin,mod-1
ADFR,VD04,1,serotonin,mod-1
ADFR,VD05,1,serotonin,mod-1
ADFR,VD06,1,serotonin,mod-1
ADFR,VD07,1,serotonin,mod-1
ADFR,VD08,1,serotonin,mod-1
ADFR,VD09,1,serotonin,mod-1
ADFR,VD10,1,serotonin,mod-1
ADFR,VD11,1,serotonin,mod-1
ADFR,VD12,1,serotonin,mod-1
ADFR,VD13,1,serotonin,mod-1
AIML,AIAL,1,serotonin,mod-1
AIML,AIAR,1,serotonin,mod-1
AIML,AIBL,1,serotonin,mod-1
AIML,AIBL,1,serotonin,ser-4
AIML,AIBR,1,serotonin,mod-1
AIML,AIBR,1,serotonin,ser-4
AIML,AIYL,1,serotonin,mod-1
AIML,AIYR,1,serotonin,mod-1
AIML,AIZL,1,serotonin,mod-1
AIML,AIZR,1,serotonin,mod-1
AIML,ASHL,1,serotonin,ser-5
AIML,ASHR,1,serotonin,ser-5
AIML,AVJL,1,serotonin,ser-5
AIML,AVJR,1,serotonin,ser-5
AIML,AWBL,1,serotonin,ser-5
AIML,AWBR,1,serotonin,ser-5
AIML,DD01,1,serotonin,mod-1
AIML,DD02,1,serotonin,mod-1
AIML,DD03,1,serotonin,mod-1
AIML,DD04,1,serotonin,mod-1
AIML,DD05,1,serotonin,mod-1
AIML,DD06,1,serotonin,mod-1
AIML,DVA,1,serotonin,ser-4
AIML,DVC,1,serotonin,ser-1
AIML,DVC,1,serotonin,ser-4
AIML,I2L,1,serotonin,ser-7
AIML,I2R,1,serotonin,ser-7
AIML,I3,1,serotonin,ser-7
AIML,I4,1,serotonin,ser-7
AIML,I6,1,serotonin,ser-7
AIML,M1,1,serotonin,ser-4
AIML,M2L,1,serotonin,ser-7
AIML,M2R,1,serotonin,ser-7
AIML,M3L,1,serotonin,ser-7
AIML,M3R,1,serotonin,ser-7
AIML,M4,1,serotonin,ser-7
AIML,M5,1,serotonin,ser-7
AIML,MCL,1,serotonin,ser-7
AIML,MCR,1,serotonin,ser-7
AIML,NSML,1,serotonin,ser-4
AIML,NSMR,1,serotonin,ser-4
AIML,PVQL,1,serotonin,ser-1
AIML,PVQR,1,serotonin,ser-1
AIML,PVT,1,serotonin,ser-1
AIML,PVT,1,serotonin,ser-4
AIML,RIAL,1,serotonin,ser-1
AIML,RIAR,1,serotonin,ser-1
AIML,RIBL,1,serotonin,ser-4
AIML,RIBR,1,serotonin,ser-4
AIML,RICL,1,serotonin,mod-1
AIML,RICL,1,serotonin,ser-1
AIML,RICR,1,serotonin,mod-1
AIML,RICR,1,serotonin,ser-1
AIML,RID,1,serotonin,mod-1
AIML,RIML,1,serotonin,mod-1
AIML,RIML,1,serotonin,ser-4
AIML,RIMR,1,serotonin,mod-1
AIML,RIMR,1,serotonin,ser-4
AIML,RIS,1,serotonin,ser-4
AIML,RMDDL,1,serotonin,ser-1
AIML,RMDDR,1,serotonin,ser-1
AIML,RMDL,1,serotonin,ser-1
AIML,RMDR,1,serotonin,ser-1
AIML,RMDVL,1,serotonin,ser-1
AIML,RMDVR,1,serotonin,ser-1
AIML,RMED,1,serotonin,mod-1
AIML,RMEL,1,serotonin,mod-1
AIML,RMER,1,serotonin,mod-1
AIML,RMEV,1,serotonin,mod-1
AIML,RMFL,1,serotonin,ser-1
AIML,RMFR,1,serotonin,ser-1
AIML,RMHL,1,serotonin,ser-1
AIML,RMHR,1,serotonin,ser-1
AIML,URYDL,1,serotonin,ser-1
AIML,URYDR,1,serotonin,ser-1
AIML,URYVL,1,serotonin,ser-1
AIML,URYVR,1,serotonin,ser-1
AIML,VD01,1,serotonin,mod-1
AIML,VD02,1,serotonin,mod-1
AIML,VD03,1,serotonin,mod-1
AIML,VD04,1,serotonin,mod-1
AIML,VD05,1,serotonin,mod-1
AIML,VD06,1,serotonin,mod-1
AIML,VD07,1,serotonin,mod-1
AIML,VD08,1,serotonin,mod-1
AIML,VD09,1,serotonin,mod-1
AIML,VD10,1,serotonin,mod-1
AIML,VD11,1,serotonin,mod-1
AIML,VD12,1,serotonin,mod-1
AIML,VD13,1,serotonin,mod-1
AIMR,AIAL,1,serotonin,mod-1
AIMR,AIAR,1,serotonin,mod-1
AIMR,AIBL,1,serotonin,mod-1
AIMR,AIBL,1,serotonin,ser-4
AIMR,AIBR,1,serotonin,mod-1
AIMR,AIBR,1,serotonin,ser-4
AIMR,AIYL,1,serotonin,mod-1
AIMR,AIYR,1,serotonin,mod-1
AIMR,AIZL,1,serotonin,mod-1
AIMR,AIZR,1,serotonin,mod-1
AIMR,ASHL,1,serotonin,ser-5
AIMR,ASHR,1,serotonin,ser-5
AIMR,AVJL,1,serotonin,ser-5
AIMR,AVJR,1,serotonin,ser-5
AIMR,AWBL,1,serotonin,ser-5
AIMR,AWBR,1,serotonin,ser-5
AIMR,DD01,1,serotonin,mod-1
AIMR,DD02,1,serotonin,mod-1
AIMR,DD03,1,serotonin,mod-1
AIMR,DD04,1,serotonin,mod-1
AIMR,DD05,1,serotonin,mod-1
AIMR,DD06,1,serotonin,mod-1
AIMR,DVA,1,serotonin,ser-4
AIMR,DVC,1,serotonin,ser-1
AIMR,DVC,1,serotonin,ser-4
AIMR,I2L,1,serotonin,ser-7
AIMR,I2R,1,serotonin,ser-7
AIMR,I3,1,serotonin,ser-7
AIMR,I4,1,serotonin,ser-7
AIMR,I6,1,serotonin,ser-7
AIMR,M1,1,serotonin,ser-4
AIMR,M2L,1,serotonin,ser-7
AIMR,M2R,1,serotonin,ser-7
AIMR,M3L,1,serotonin,ser-7
AIMR,M3R,1,serotonin,ser-7
AIMR,M4,1,serotonin,ser-7
AIMR,M5,1,serotonin,ser-7
AIMR,MCL,1,serotonin,ser-7
AIMR,MCR,1,serotonin,ser-7
AIMR,NSML,1,serotonin,ser-4
AIMR,NSMR,1,serotonin,ser-4
AIMR,PVQL,1,serotonin,ser-1
AIMR,PVQR,1,serotonin,ser-1
AIMR,PVT,1,serotonin,ser-1
AIMR,PVT,1,serotonin,ser-4
AIMR,RIAL,1,serotonin,ser-1
AIMR,RIAR,1,serotonin,ser-1
AIMR,RIBL,1,serotonin,ser-4
AIMR,RIBR,1,serotonin,ser-4
AIMR,RICL,1,serotonin,mod-1
AIMR,RICL,1,serotonin,ser-1
AIMR,RICR,1,serotonin,mod-1
AIMR,RICR,1,serotonin,ser-1
AIMR,RID,1,serotonin,mod-1
AIMR,RIML,1,serotonin,mod-1
AIMR,RIML,1,serotonin,ser-4
AIMR,RIMR,1,serotonin,mod-1
AIMR,RIMR,1,serotonin,ser-4
AIMR,RIS,1,serotonin,ser-4
AIMR,RMDDL,1,serotonin,ser-1
AIMR,RMDDR,1,serotonin,ser-1
AIMR,RMDL,1,serotonin,ser-1
AIMR,RMDR,1,serotonin,ser-1
AIMR,RMDVL,1,serotonin,ser-1
AIMR,RMDVR,1,serotonin,ser-1
AIMR,RMED,1,serotonin,mod-1
AIMR,RMEL,1,serotonin,mod-1
AIMR,RMER,1,serotonin,mod-1
AIMR,RMEV,1,serotonin,mod-1
AIMR,RMFL,1,serotonin,ser-1
AIMR,RMFR,1,serotonin,ser-1
AIMR,RMHL,1,serotonin,ser-1
AIMR,RMHR,1,serotonin,ser-1
AIMR,URYDL,1,serotonin,ser-1
AIMR,URYDR,1,serotonin,ser-1
AIMR,URYVL,1,serotonin,ser-1
AIMR,URYVR,1,serotonin,ser-1
AIMR,VD01,1,serotonin,mod-1
AIMR,VD02,1,serotonin,mod-1
AIMR,VD03,1,serotonin,mod-1
AIMR,VD04,1,serotonin,mod-1
AIMR,VD05,1,serotonin,mod-1
AIMR,VD06,1,serotonin,mod-1
AIMR,VD07,1,serotonin,mod-1
AIMR,VD08,1,serotonin,mod-1
AIMR,VD09,1,serotonin,mod-1
AIMR,VD10,1,serotonin,mod-1
AIMR,VD11,1,serotonin,mod-1
AIMR,VD12,1,serotonin,mod-1
AIMR,VD13,1,serotonin,mod-1
ASGL,AIAL,1,serotonin,mod-1
ASGL,AIAR,1,serotonin,mod-1
ASGL,AIBL,1,serotonin,mod-1
ASGL,AIBL,1,serotonin,ser-4
ASGL,AIBR,1,serotonin,mod-1
ASGL,AIBR,1,serotonin,ser-4
ASGL,AIYL,1,serotonin,mod-1
ASGL,AIYR,1,serotonin,mod-1
ASGL,AIZL,1,serotonin,mod-1
ASGL,AIZR,1,serotonin,mod-1
ASGL,ASHL,1,serotonin,ser-5
ASGL,ASHR,1,serotonin,ser-5
ASGL,AVJL,1,serotonin,ser-5
ASGL,AVJR,1,serotonin,ser-5
ASGL,AWBL,1,serotonin,ser-5
ASGL,AWBR,1,serotonin,ser-5
ASGL,DD01,1,serotonin,mod-1
ASGL,DD02,1,serotonin,mod-1
ASGL,DD03,1,serotonin,mod-1
ASGL,DD04,1,serotonin,mod-1
ASGL,DD05,1,serotonin,mod-1
ASGL,DD06,1,serotonin,mod-1
ASGL,DVA,1,serotonin,ser-4
ASGL,DVC,1,serotonin,ser-1
ASGL,DVC,1,serotonin,ser-4
ASGL,I2L,1,serotonin,ser-7
ASGL,I2R,1,serotonin,ser-7
ASGL,I3,1,serotonin,ser-7
ASGL,I4,1,serotonin,ser-7
ASGL,I6,1,serotonin,ser-7
ASGL,M1,1,serotonin,ser-4
ASGL,M2L,1,serotonin,ser-7
ASGL,M2R,1,serotonin,ser-7
ASGL,M3L,1,serotonin,ser-7
ASGL,M3R,1,serotonin,ser-7
ASGL,M4,1,serotonin,ser-7
ASGL,M5,1,serotonin,ser-7
ASGL,MCL,1,serotonin,ser-7
ASGL,MCR,1,serotonin,ser-7
ASGL,NSML,1,serotonin,ser-4
ASGL,NSMR,1,serotonin,ser-4
ASGL,PVQL,1,serotonin,ser-1
ASGL,PVQR,1,serotonin,ser-1
ASGL,PVT,1,serotonin,ser-1
ASGL,PVT,1,serotonin,ser-4
ASGL,RIAL,1,serotonin,ser-1
ASGL,RIAR,1,serotonin,ser-1
ASGL,RIBL,1,serotonin,ser-4
ASGL,RIBR,1,serotonin,ser-4
ASGL,RICL,1,serotonin,mod-1
ASGL,RICL,1,serotonin,ser-1
ASGL,RICR,1,serotonin,mod-1
ASGL,RICR,1,serotonin,ser-1
ASGL,RID,1,serotonin,mod-1
ASGL,RIML,1,serotonin,mod-1
ASGL,RIML,1,serotonin,ser-4
ASGL,RIMR,1,serotonin,mod-1
ASGL,RIMR,1,serotonin,ser-4
ASGL,RIS,1,serotonin,ser-4
ASGL,RMDDL,1,serotonin,ser-1
ASGL,RMDDR,1,serotonin,ser-1
ASGL,RMDL,1,serotonin,ser-1
ASGL,RMDR,1,serotonin,ser-1
ASGL,RMDVL,1,serotonin,ser-1
ASGL,RMDVR,1,serotonin,ser-1
ASGL,RMED,1,serotonin,mod-1
ASGL,RMEL,1,serotonin,mod-1
ASGL,RMER,1,serotonin,mod-1
ASGL,RMEV,1,serotonin,mod-1
ASGL,RMFL,1,serotonin,ser-1
ASGL,RMFR,1,serotonin,ser-1
ASGL,RMHL,1,serotonin,ser-1
ASGL,RMHR,1,serotonin,ser-1
ASGL,URYDL,1,serotonin,ser-1
ASGL,URYDR,1,serotonin,ser-1
ASGL,URYVL,1,serotonin,ser-1
ASGL,URYVR,1,serotonin,ser-1
ASGL,VD01,1,serotonin,mod-1
ASGL,VD02,1,serotonin,mod-1
ASGL,VD03,1,serotonin,mod-1
ASGL,VD04,1,serotonin,mod-1
ASGL,VD05,1,serotonin,mod-1
ASGL,VD06,1,serotonin,mod-1
ASGL,VD07,1,serotonin,mod-1
ASGL,VD08,1,serotonin,mod-1
ASGL,VD09,1,serotonin,mod-1
ASGL,VD10,1,serotonin,mod-1
ASGL,VD11,1,serotonin,mod-1
ASGL,VD12,1,serotonin,mod-1
ASGL,VD13,1,serotonin,mod-1
ASGR,AIAL,1,serotonin,mod-1
ASGR,AIAR,1,serotonin,mod-1
ASGR,AIBL,1,serotonin,mod-1
ASGR,AIBL,1,serotonin,ser-4
ASGR,AIBR,1,serotonin,mod-1
ASGR,AIBR,1,serotonin,ser-4
ASGR,AIYL,1,serotonin,mod-1
ASGR,AIYR,1,serotonin,mod-1
ASGR,AIZL,1,serotonin,mod-1
ASGR,AIZR,1,serotonin,mod-1
ASGR,ASHL,1,serotonin,ser-5
ASGR,ASHR,1,serotonin,ser-5
ASGR,AVJL,1,serotonin,ser-5
ASGR,AVJR,1,serotonin,ser-5
ASGR,AWBL,1,serotonin,ser-5
ASGR,AWBR,1,serotonin,ser-5
ASGR,DD01,1,serotonin,mod-1
ASGR,DD02,1,serotonin,mod-1
ASGR,DD03,1,serotonin,mod-1
ASGR,DD04,1,serotonin,mod-1
ASGR,DD05,1,serotonin,mod-1
ASGR,DD06,1,serotonin,mod-1
ASGR,DVA,1,serotonin,ser-4
ASGR,DVC,1,serotonin,ser-1
ASGR,DVC,1,serotonin,ser-4
ASGR,I2L,1,serotonin,ser-7
ASGR,I2R,1,serotonin,ser-7
ASGR,I3,1,serotonin,ser-7
ASGR,I4,1,serotonin,ser-7
ASGR,I6,1,serotonin,ser-7
ASGR,M1,1,serotonin,ser-4
ASGR,M2L,1,serotonin,ser-7
ASGR,M2R,1,serotonin,ser-7
ASGR,M3L,1,serotonin,ser-7
ASGR,M3R,1,serotonin,ser-7
ASGR,M4,1,serotonin,ser-7
ASGR,M5,1,serotonin,ser-7
ASGR,MCL,1,serotonin,ser-7
ASGR,MCR,1,serotonin,ser-7
ASGR,NSML,1,serotonin,ser-4
ASGR,NSMR,1,serotonin,ser-4
ASGR,PVQL,1,serotonin,ser-1
ASGR,PVQR,1,serotonin,ser-1
ASGR,PVT,1,serotonin,ser-1
ASGR,PVT,1,serotonin,ser-4
ASGR,RIAL,1,serotonin,ser-1
ASGR,RIAR,1,serotonin,ser-1
ASGR,RIBL,1,serotonin,ser-4
ASGR,RIBR,1,serotonin,ser-4
ASGR,RICL,1,serotonin,mod-1
ASGR,RICL,1,serotonin,ser-1
ASGR,RICR,1,serotonin,mod-1
ASGR,RICR,1,serotonin,ser-1
ASGR,RID,1,serotonin,mod-1
ASGR,RIML,1,serotonin,mod-1
ASGR,RIML,1,serotonin,ser-4
ASGR,RIMR,1,serotonin,mod-1
ASGR,RIMR,1,serotonin,ser-4
ASGR,RIS,1,serotonin,ser-4
ASGR,RMDDL,1,serotonin,ser-1
ASGR,RMDDR,1,serotonin,ser-1
ASGR,RMDL,1,serotonin,ser-1
ASGR,RMDR,1,serotonin,ser-1
ASGR,RMDVL,1,serotonin,ser-1
ASGR,RMDVR,1,serotonin,ser-1
ASGR,RMED,1,serotonin,mod-1
ASGR,RMEL,1,serotonin,mod-1
ASGR,RMER,1,serotonin,mod-1
ASGR,RMEV,1,serotonin,mod-1
ASGR,RMFL,1,serotonin,ser-1
ASGR,RMFR,1,serotonin,ser-1
ASGR,RMHL,1,serotonin,ser-1
ASGR,RMHR,1,serotonin,ser-1
ASGR,URYDL,1,serotonin,ser-1
ASGR,URYDR,1,serotonin,ser-1
ASGR,URYVL,1,serotonin,ser-1
ASGR,URYVR,1,serotonin,ser-1
ASGR,VD01,1,serotonin,mod-1
ASGR,VD02,1,serotonin,mod-1
ASGR,VD03,1,serotonin,mod-1
ASGR,VD04,1,serotonin,mod-1
ASGR,VD05,1,serotonin,mod-1
ASGR,VD06,1,serotonin,mod-1
ASGR,VD07,1,serotonin,mod-1
ASGR,VD08,1,serotonin,mod-1
ASGR,VD09,1,serotonin,mod-1
ASGR,VD10,1,serotonin,mod-1
ASGR,VD11,1,serotonin,mod-1
ASGR,VD12,1,serotonin,mod-1
ASGR,VD13,1,serotonin,mod-1
CEPDL,ADAL,1,dopamine,dop-5
CEPDL,ADAR,1,dopamine,dop-5
CEPDL,ADEL,1,dopamine,dop-2
CEPDL,ADER,1,dopamine,dop-2
CEPDL,ADFL,1,dopamine,dop-6
CEPDL,ADFR,1,dopamine,dop-6
CEPDL,AIML,1,dopamine,dop-5
CEPDL,AIML,1,dopamine,lgc-53
CEPDL,AIMR,1,dopamine,dop-5
CEPDL,AIMR,1,dopamine,lgc-53
CEPDL,AIYL,1,dopamine,dop-5
CEPDL,AIYR,1,dopamine,dop-5
CEPDL,ALML,1,dopamine,dop-1
CEPDL,ALMR,1,dopamine,dop-1
CEPDL,ALNL,1,dopamine,dop-1
CEPDL,ALNR,1,dopamine,dop-1
CEPDL,AS01,1,dopamine,dop-1
CEPDL,AS01,1,dopamine,dop-3
CEPDL,AS02,1,dopamine,dop-1
CEPDL,AS02,1,dopamine,dop-3
CEPDL,AS03,1,dopamine,dop-1
CEPDL,AS03,1,dopamine,dop-3
CEPDL,AS04,1,dopamine,dop-1
CEPDL,AS04,1,dopamine,dop-3
CEPDL,AS05,1,dopamine,dop-1
CEPDL,AS05,1,dopamine,dop-3
CEPDL,AS06,1,dopamine,dop-1
CEPDL,AS06,1,dopamine,dop-3
CEPDL,AS07,1,dopamine,dop-1
CEPDL,AS07,1,dopamine,dop-3
CEPDL,AS08,1,dopamine,dop-1
CEPDL,AS08,1,dopamine,dop-3
CEPDL,AS09,1,dopamine,dop-1
CEPDL,AS09,1,dopamine,dop-3
CEPDL,AS10,1,dopamine,dop-1
CEPDL,AS10,1,dopamine,dop-3
CEPDL,AS11,1,dopamine,dop-1
CEPDL,AS11,1,dopamine,dop-3
CEPDL,ASEL,1,dopamine,dop-3
CEPDL,ASEL,1,dopamine,dop-5
CEPDL,ASER,1,dopamine,dop-3
CEPDL,ASER,1,dopamine,dop-5
CEPDL,ASGL,1,dopamine,dop-4
CEPDL,ASGR,1,dopamine,dop-4
CEPDL,ASIL,1,dopamine,dop-6
CEPDL,ASIR,1,dopamine,dop-6
CEPDL,ASKL,1,dopamine,dop-3
CEPDL,ASKR,1,dopamine,dop-3
CEPDL,AUAL,1,dopamine,dop-1
CEPDL,AUAR,1,dopamine,dop-1
CEPDL,AVFL,1,dopamine,dop-6
CEPDL,AVFL,1,dopamine,lgc-53
CEPDL,AVFR,1,dopamine,dop-6
CEPDL,AVFR,1,dopamine,lgc-53
CEPDL,AVL,1,dopamine,dop-4
CEPDL,AVM,1,dopamine,dop-1
CEPDL,BDUL,1,dopamine,dop-5
CEPDL,BDUR,1,dopamine,dop-5
CEPDL,CANL,1,dopamine,dop-4
CEPDL,CANL,1,dopamine,lgc-53
CEPDL,CANR,1,dopamine,dop-4
CEPDL,CANR,1,dopamine,lgc-53
CEPDL,CEPDL,1,dopamine,dop-2
CEPDL,CEPDR,1,dopamine,dop-2
CEPDL,CEPVL,1,dopamine,dop-2
CEPDL,CEPVR,1,dopamine,dop-2
CEPDL,DA01,1,dopamine,dop-1
CEPDL,DA01,1,dopamine,dop-3
CEPDL,DA02,1,dopamine,dop-1
CEPDL,DA02,1,dopamine,dop-3
CEPDL,DA03,1,dopamine,dop-1
CEPDL,DA03,1,dopamine,dop-3
CEPDL,DA04,1,dopamine,dop-1
CEPDL,DA04,1,dopamine,dop-3
CEPDL,DA05,1,dopamine,dop-1
CEPDL,DA05,1,dopamine,dop-3
CEPDL,DA06,1,dopamine,dop-1
CEPDL,DA06,1,dopamine,dop-3
CEPDL,DA07,1,dopamine,dop-1
CEPDL,DA07,1,dopamine,dop-3
CEPDL,DA08,1,dopamine,dop-1
CEPDL,DA08,1,dopamine,dop-3
CEPDL,DA09,1,dopamine,dop-1
CEPDL,DA09,1,dopamine,dop-3
CEPDL,DB01,1,dopamine,dop-1
CEPDL,DB01,1,dopamine,dop-3
CEPDL,DB02,1,dopamine,dop-1
CEPDL,DB02,1,dopamine,dop-3
CEPDL,DB03,1,dopamine,dop-1
CEPDL,DB03,1,dopamine,dop-3
CEPDL,DB04,1,dopamine,dop-1
CEPDL,DB04,1,dopamine,dop-3
CEPDL,DB05,1,dopamine,dop-1
CEPDL,DB05,1,dopamine,dop-3
CEPDL,DB06,1,dopamine,dop-1
CEPDL,DB06,1,dopamine,dop-3
CEPDL,DB07,1,dopamine,dop-1
CEPDL,DB07,1,dopamine,dop-3
CEPDL,DD01,1,dopamine,dop-3
CEPDL,DD02,1,dopamine,dop-3
CEPDL,DD03,1,dopamine,dop-3
CEPDL,DD04,1,dopamine,dop-3
CEPDL,DD05,1,dopamine,dop-3
CEPDL,DD06,1,dopamine,dop-3
CEPDL,DVA,1,dopamine,dop-5
CEPDL,FLPL,1,dopamine,lgc-53
CEPDL,FLPR,1,dopamine,lgc-53
CEPDL,HSNL,1,dopamine,lgc-53
CEPDL,HSNR,1,dopamine,lgc-53
CEPDL,I1L,1,dopamine,dop-4
CEPDL,I1R,1,dopamine,dop-4
CEPDL,I2L,1,dopamine,dop-4
CEPDL,I2R,1,dopamine,dop-4
CEPDL,IL2DL,1,dopamine,dop-6
CEPDL,IL2DL,1,dopamine,lgc-53
CEPDL,IL2DR,1,dopamine,dop-6
CEPDL,IL2DR,1,dopamine,lgc-53
CEPDL,IL2L,1,dopamine,dop-6
CEPDL,IL2L,1,dopamine,lgc-53
CEPDL,IL2R,1,dopamine,dop-6
CEPDL,IL2R,1,dopamine,lgc-53
CEPDL,IL2VL,1,dopamine,dop-6
CEPDL,IL2VL,1,dopamine,lgc-53
CEPDL,IL2VR,1,dopamine,dop-6
CEPDL,IL2VR,1,dopamine,lgc-53
CEPDL,M5,1,dopamine,dop-5
CEPDL,MI,1,dopamine,dop-5
CEPDL,NSML,1,dopamine,dop-3
CEPDL,NSMR,1,dopamine,dop-3
CEPDL,OLLL,1,dopamine,dop-6
CEPDL,OLLR,1,dopamine,dop-6
CEPDL,PDA,1,dopamine,dop-2
CEPDL,PDEL,1,dopamine,dop-2
CEPDL,PDER,1,dopamine,dop-2
CEPDL,PHAL,1,dopamine,dop-5
CEPDL,PHAL,1,dopamine,dop-6
CEPDL,PHAR,1,dopamine,dop-5
CEPDL,PHAR,1,dopamine,dop-6
CEPDL,PHBL,1,dopamine,dop-5
CEPDL,PHBR,1,dopamine,dop-5
CEPDL,PHCL,1,dopamine,dop-1
CEPDL,PHCR,1,dopamine,dop-1
CEPDL,PLML,1,dopamine,dop-1
CEPDL,PLMR,1,dopamine,dop-1
CEPDL,PLNL,1,dopamine,dop-1
CEPDL,PLNR,1,dopamine,dop-1
CEPDL,PQR,1,dopamine,dop-4
CEPDL,PVDL,1,dopamine,dop-1
CEPDL,PVDL,1,dopamine,dop-3
CEPDL,PVDL,1,dopamine,lgc-53
CEPDL,PVDR,1,dopamine,dop-1
CEPDL,PVDR,1,dopamine,dop-3
CEPDL,PVDR,1,dopamine,lgc-53
CEPDL,PVPR,1,dopamine,lgc-53
CEPDL,PVQL,1,dopamine,dop-1
CEPDL,PVQL,1,dopamine,dop-6
CEPDL,PVQR,1,dopamine,dop-1
CEPDL,PVQR,1,dopamine,dop-6
CEPDL,PVT,1,dopamine,dop-5
CEPDL,RIAL,1,dopamine,dop-2
CEPDL,RIAR,1,dopamine,dop-2
CEPDL,RIBL,1,dopamine,dop-1
CEPDL,RIBL,1,dopamine,dop-5
CEPDL,RIBL,1,dopamine,dop-6
CEPDL,RIBR,1,dopamine,dop-1
CEPDL,RIBR,1,dopamine,dop-5
CEPDL,RIBR,1,dopamine,dop-6
CEPDL,RICL,1,dopamine,dop-3
CEPDL,RICR,1,dopamine,dop-3
CEPDL,RID,1,dopamine,dop-2
CEPDL,RIH,1,dopamine,dop-6
CEPDL,RIML,1,dopamine,dop-1
CEPDL,RIMR,1,dopamine,dop-1
CEPDL,RIS,1,dopamine,dop-1
CEPDL,SIADL,1,dopamine,dop-2
CEPDL,SIADL,1,dopamine,dop-3
CEPDL,SIADR,1,dopamine,dop-2
CEPDL,SIADR,1,dopamine,dop-3
CEPDL,SIAVL,1,dopamine,dop-2
CEPDL,SIAVL,1,dopamine,dop-3
CEPDL,SIAVR,1,dopamine,dop-2
CEPDL,SIAVR,1,dopamine,dop-3
CEPDL,SIBDL,1,dopamine,dop-2
CEPDL,SIBDR,1,dopamine,dop-2
CEPDL,SIBVL,1,dopamine,dop-2
CEPDL,SIBVR,1,dopamine,dop-2
CEPDL,URADL,1,dopamine,dop-6
CEPDL,URADR,1,dopamine,dop-6
CEPDL,URAVL,1,dopamine,dop-6
CEPDL,URAVR,1,dopamine,dop-6
CEPDL,URXL,1,dopamine,dop-6
CEPDL,URXR,1,dopamine,dop-6
CEPDL,URYDL,1,dopamine,lgc-53
CEPDL,URYDR,1,dopamine,lgc-53
CEPDL,URYVL,1,dopamine,lgc-53
CEPDL,URYVR,1,dopamine,lgc-53
CEPDL,VA01,1,dopamine,dop-1
CEPDL,VA01,1,dopamine,dop-3
CEPDL,VA01,1,dopamine,lgc-53
CEPDL,VA02,1,dopamine,dop-1
CEPDL,VA02,1,dopamine,dop-3
CEPDL,VA02,1,dopamine,lgc-53
CEPDL,VA03,1,dopamine,dop-1
CEPDL,VA03,1,dopamine,dop-3
CEPDL,VA03,1,dopamine,lgc-53
CEPDL,VA04,1,dopamine,dop-1
CEPDL,VA04,1,dopamine,dop-3
CEPDL,VA04,1,dopamine,lgc-53
CEPDL,VA05,1,dopamine,dop-1
CEPDL,VA05,1,dopamine,dop-3
CEPDL,VA05,1,dopamine,lgc-53
CEPDL,VA06,1,dopamine,dop-1
CEPDL,VA06,1,dopamine,dop-3
CEPDL,VA06,1,dopamine,lgc-53
CEPDL,VA07,1,dopamine,dop-1
CEPDL,VA07,1,dopamine,dop-3
CEPDL,VA07,1,dopamine,lgc-53
CEPDL,VA08,1,dopamine,dop-1
CEPDL,VA08,1,dopamine,dop-3
CEPDL,VA08,1,dopamine,lgc-53
CEPDL,VA09,1,dopamine,dop-1
CEPDL,VA09,1,dopamine,dop-3
CEPDL,VA09,1,dopamine,lgc-53
CEPDL,VA10,1,dopamine,dop-1
CEPDL,VA10,1,dopamine,dop-3
CEPDL,VA10,1,dopamine,lgc-53
CEPDL,VA11,1,dopamine,dop-1
CEPDL,VA11,1,dopamine,dop-3
CEPDL,VA11,1,dopamine,lgc-53
